1,7457,54,611
2,0562,27,529
3,4399,13,088
4,8566,41,998
5,5869,16,525
6,3841,28,902
7,3210,72,800
8,6960,48,547
9,7026,71,796
10,1237,38,354
11,2519,19,364
12,3787,81,423
13,6298,02,148
14,0337,84,189
15,5904,52,637
16,2359,05,339
17,6221,19,604
18,3174,66,931
19,1815,53,391
20,9881,67,630
21,4601,20,211
22,8220,69,184
23,1998,53,948
24,7725,45,315
25,9072,26,365
26,4088,85,982
27,2275,68,676
28,9371,18,437
29,0065,18,734
30,9765,49,474
31,6021,94,334
32,5043,58,172
33,7006,41,011
34,0970,50,055
35,4235,16,060
36,8019,68,388
37,0822,53,504
38,5305,87,315
39,8900,65,151
40,7192,02,288
41,0852,26,881
42,0628,08,692
43,9736,12,369
44,0839,15,286
45,0086,54,461
46,4585,60,982
47,0633,36,994
48,2956,48,871
49,9826,41,449
50,7397,06,429
51,7355,63,257
52,9230,64,589
53,7546,73,783
54,5807,25,683
55,4780,39,506
56,4370,16,070
57,8084,53,672
58,4585,76,398
59,9228,80,994
60,7275,48,469
61,7651,41,838
62,3654,50,559
63,7230,97,147
64,0387,08,819
65,6323,14,539
66,1936,32,881
67,8309,43,790
68,7457,25,785
69,0328,34,272
70,4448,88,526
71,7680,27,459
72,8556,54,846
73,4149,71,906
74,8634,46,281
75,6110,23,001
76,2634,46,130
77,0904,30,770
78,9241,54,244
79,9362,87,830
80,0487,97,917
81,6798,05,776
82,4842,06,125
83,7547,60,312
84,6711,51,985
85,6262,82,470
86,3128,07,529
87,9710,18,237
88,3196,17,457
89,0303,26,038
90,4281,76,602
91,4491,58,466
92,1083,99,247
93,3236,13,708
94,8896,70,902
95,6330,34,252
96,6886,45,830
97,2039,99,152
98,6215,50,822
99,6499,29,829
100,2397,20,904
101,8430,92,416
102,9125,93,833
103,3880,98,931
104,3736,62,508
105,2206,55,418
106,5511,28,671
107,2711,30,311
108,6669,53,937
109,3152,57,170
110,5928,35,517
111,6093,53,000
112,4860,01,599
113,9524,98,649
114,1170,16,746
115,1772,69,750
116,8448,31,517
117,1763,39,538
118,8506,12,369
119,7668,93,943
120,3058,84,889
121,1770,78,264
122,4653,11,780
123,9769,93,700
124,1297,99,677
125,0326,00,029
126,0076,88,845
127,9548,60,095
128,5258,36,371
129,4605,47,662
130,5501,39,257
131,8561,14,696
132,4657,37,418
133,1199,87,674
134,3668,32,943
135,3856,29,806
136,2239,29,071
137,3240,85,108
138,3519,71,004
139,8149,89,901
140,0259,10,915
141,1196,64,664
142,8721,19,881
143,7357,49,444
144,4982,44,696
145,5072,26,798
146,3402,54,127
147,3250,94,060
148,6028,29,162
149,8061,62,210
150,2703,00,841
151,4628,47,386
152,5742,91,350
153,0732,96,074
154,3962,39,241
155,9527,91,179
156,5635,51,669
157,3117,46,844
158,2217,86,813
159,9644,99,174
160,8060,56,306
161,1821,31,531
162,2506,52,633
163,1542,29,244
164,7883,06,265
165,0436,83,360
166,6416,09,704
167,2065,54,186
168,7266,37,439
169,9244,87,542
170,6424,46,153
171,7198,38,263
172,1770,04,465
173,5149,87,701
174,7764,97,016
175,0060,61,220
176,7845,10,374
177,0726,34,400
178,9469,75,491
179,4626,18,670
180,9655,65,488
181,7302,11,319
182,2730,03,162
183,4860,08,409
184,2215,19,759
