1,2045,88,696
2,3948,72,911
3,9494,54,743
4,5606,98,739
5,1181,16,202
6,4565,41,512
7,8566,61,583
8,4589,55,344
9,8362,53,532
10,9093,35,550
11,7842,21,480
12,7415,91,120
13,9679,26,929
14,4947,30,483
15,2996,71,142
16,2467,96,751
17,5776,62,698
18,9994,20,139
19,7961,67,126
20,5901,02,013
21,1261,62,246
22,8497,13,599
23,3917,82,143
24,7539,46,337
25,2459,03,406
26,6398,08,266
27,2903,33,681
28,6341,15,466
29,6219,80,452
30,4096,70,443
31,2524,08,136
32,2042,11,020
33,3302,10,494
34,0858,22,680
35,2816,36,806
36,1106,85,631
37,3351,66,292
38,0998,33,423
39,9492,73,029
40,8662,61,225
41,0368,35,561
42,4595,28,007
43,2175,39,423
44,0348,42,036
45,5174,26,654
46,7312,91,786
47,9303,45,066
48,7058,71,222
49,9565,81,655
50,2670,78,158
51,4062,38,140
52,2591,69,461
53,1197,39,932
54,3800,94,106
55,2602,95,366
56,6256,05,521
57,5312,05,203
58,9296,66,738
59,4333,89,494
60,9931,33,772
61,5618,24,592
62,9321,81,485
63,5611,50,955
64,7805,91,796
65,0107,79,020
66,5679,89,055
67,6105,85,041
68,8147,47,180
69,3486,77,137
70,9094,44,832
71,5960,63,479
72,7220,94,376
73,2506,56,565
74,5433,77,112
75,6293,47,438
76,6941,28,672
77,8622,30,150
78,4619,77,514
79,5735,07,775
80,9626,52,871
81,4191,39,691
82,0523,85,598
83,6355,30,789
84,4075,27,451
85,3298,95,715
86,5906,98,626
87,8424,69,110
88,0280,31,071
89,5402,40,214
90,7946,85,562
91,3098,10,166
92,2299,38,043
93,9019,84,431
94,2598,61,197
95,4197,80,028
96,9813,46,001
97,3950,69,954
98,9150,44,990
99,0232,19,426
100,6864,22,025
101,7283,16,523
102,9794,18,186
103,6978,33,401
104,6841,65,338
105,3173,57,596
106,9782,74,791
107,3001,02,632
108,6791,25,340
109,0366,33,982
110,0927,93,057
111,0348,74,613
112,5261,88,447
113,2016,58,389
114,7833,86,257
115,7650,14,528
116,1253,76,201
117,5917,69,020
118,6400,01,607
119,9907,44,125
120,0100,59,825
121,2126,12,816
122,2508,32,985
123,6600,21,066
124,1676,32,511
125,3108,38,346
126,2249,11,815
127,3623,25,772
128,7149,66,473
129,1441,91,548
130,9563,71,345
131,4918,29,278
132,2029,94,229
133,0302,86,174
134,2185,17,951
135,0471,90,328
136,5835,50,389
137,4408,67,559
138,5817,75,961
139,9761,70,368
140,1649,61,780
141,3270,64,330
142,8630,05,536
143,6712,35,916
144,2950,05,725
145,0346,65,798
146,6985,59,490
147,6926,89,204
148,5318,49,013
149,2042,07,425
150,2149,79,411
151,6968,46,765
152,5902,32,571
153,0142,37,850
154,2591,99,731
155,9758,80,802
156,0914,30,087
157,0424,70,903
158,4487,43,740
159,6650,54,106
160,2776,40,018
161,5341,00,472
162,5386,57,139
163,2764,40,302
164,1619,33,937
165,1922,15,551
166,9816,36,500
167,8418,90,593
168,0845,30,040
169,1529,61,336
170,4731,78,854
171,0445,70,783
172,9010,55,877
173,4336,58,236
174,6855,26,656
175,0990,95,221
176,0263,32,356
177,4970,82,658
178,5745,47,597
179,3115,97,387
180,8180,55,537
181,8793,07,115
182,8103,93,970
183,3096,55,712
184,3431,44,814
185,1749,92,827
186,3442,09,747
187,1828,79,949
188,2937,02,278
189,6890,96,080
190,4256,43,134
191,1633,71,265
192,7405,79,407
193,8563,85,636
194,5657,64,001
195,3345,34,342
196,4389,31,860
197,9573,27,335
198,0366,38,020
199,1497,75,979
200,6829,12,984
201,5687,19,600
202,7070,08,570
203,3056,83,831
204,2211,06,776
205,7020,64,636
206,9271,03,018
207,8971,86,618
208,3108,21,210
209,4261,26,632
210,3459,17,166
211,9728,60,477
212,8373,86,513
213,1769,82,013
214,7918,46,336
215,6364,81,289
216,6756,21,571
217,6842,32,883
218,3820,11,652
219,4076,57,834
220,9984,80,271
221,1427,45,966
222,9713,75,790
223,1001,88,255
224,7150,93,326
225,3162,38,925
226,6751,16,941
227,0062,83,441
228,3542,97,917
229,8793,02,806
230,9284,67,130
231,4127,01,973
232,7723,57,936
233,7432,42,065
234,6936,93,508
235,3596,89,708
236,8091,46,864
237,3475,80,329
238,4977,95,759
239,2635,69,020
240,8113,94,045
241,9905,05,585
242,2268,39,209
243,8102,16,612
244,7935,92,105
245,9694,35,190
246,6515,68,505
247,0502,61,922
248,4865,17,887
249,0701,80,287
250,8109,50,229
251,3523,99,840
252,2916,43,927
253,7683,80,451
254,6048,27,845
255,0143,86,792
256,8619,39,396
257,6923,68,737
258,1703,71,436
259,6704,54,572
260,9652,05,871
261,7011,99,634
262,7766,63,809
263,0370,65,879
264,3315,91,347
265,2734,22,161
266,8549,53,587
267,8997,71,356
268,0314,57,028
