1,7967,76,614
2,2858,44,886
3,8651,04,480
4,5584,48,701
5,1864,87,065
6,0465,14,215
7,5402,32,924
8,1086,17,112
9,1056,63,872
10,8669,11,395
11,2588,83,918
12,2785,63,608
13,1549,75,170
14,6598,16,833
15,8414,32,838
16,9054,95,499
17,5109,22,451
18,2310,16,204
19,2733,19,215
20,5674,52,011
21,3414,36,544
22,3094,91,446
23,2066,04,484
24,2437,25,114
25,0086,54,790
26,4760,23,923
27,4428,01,676
28,8592,96,026
29,1587,52,217
30,8746,54,229
31,6035,15,439
32,2618,62,272
33,5448,22,070
34,8160,40,612
35,3534,92,967
36,5116,77,222
37,5516,52,502
38,1274,17,631
39,6302,17,345
40,3555,43,042
41,4308,75,586
42,3383,64,984
43,0683,56,636
44,2601,13,161
45,6704,51,214
46,4175,83,614
47,0200,55,841
48,3971,40,642
49,0442,05,862
50,7580,53,280
51,1345,60,530
52,3715,34,109
53,5061,46,896
54,5018,01,248
55,1578,20,785
56,9598,00,668
57,6590,98,410
58,3041,14,758
59,0389,06,443
60,8834,85,974
61,3516,49,622
62,2476,56,348
63,2280,91,368
64,0952,40,067
65,2797,30,702
66,1919,72,461
67,1125,95,036
68,7009,29,628
69,3243,77,019
70,4794,92,078
71,5039,52,828
72,5388,02,511
73,5290,35,771
74,0732,55,489
75,3145,71,121
76,3949,13,551
77,4562,28,465
78,0448,25,296
79,4651,02,178
80,7548,07,819
81,2800,60,784
82,8617,07,999
83,3087,97,099
84,1087,79,977
85,2764,47,692
86,3529,01,324
87,3847,58,860
88,2296,42,886
89,3600,79,795
90,5709,78,503
91,2590,55,208
92,6379,10,969
93,0023,07,729
94,3275,02,538
95,0181,97,817
96,8745,60,329
97,3706,43,803
98,0679,31,516
99,7758,31,222
100,9928,26,298
101,1614,62,279
102,5713,29,292
103,4850,16,524
104,5170,79,524
105,7741,23,587
106,5939,11,260
107,8774,53,186
108,9290,58,770
109,6672,48,400
110,2177,30,555
111,4944,51,685
112,9845,11,302
113,6166,79,103
114,9265,41,294
115,5558,40,810
116,7597,23,203
117,7495,76,149
118,9623,43,190
119,4817,36,906
120,8087,89,417
121,2114,63,918
122,6081,23,553
123,3142,36,596
124,3514,50,317
125,1135,56,810
126,6957,00,598
127,9574,33,013
128,7757,68,479
129,2297,13,157
130,8962,00,957
131,0814,31,300
132,9863,95,068
133,4517,55,961
134,2807,03,835
135,0875,07,317
136,1100,17,258
137,5555,18,819
138,2532,20,922
139,8731,92,753
140,1886,11,820
141,6069,96,455
142,8186,16,384
143,3011,17,471
144,6971,09,009
145,3060,25,354
146,7453,06,531
147,1200,84,076
148,0783,59,577
149,9881,39,018
150,3461,35,012
151,8221,96,390
152,5904,06,253
153,1597,45,410
154,0062,24,370
155,8435,64,715
156,2561,89,739
157,9012,19,095
158,9645,50,265
159,6651,99,625
160,3455,95,981
161,7946,78,912
162,2460,72,384
163,1733,58,878
164,1804,57,171
165,2379,92,500
166,2938,10,993
167,0724,25,652
168,7985,95,596
169,9298,22,412
170,5923,94,682
171,5229,70,607
172,4781,96,768
173,4910,77,636
174,2737,56,379
175,8056,26,193
176,8019,71,566
177,7419,81,161
178,0211,26,133
179,2707,74,265
180,9280,85,504
181,6154,26,462
182,6021,32,678
183,5440,09,840
184,4011,52,710
185,5364,31,482
186,7631,96,607
187,4423,31,926
188,3898,01,803
189,3147,82,926
190,3056,08,457
191,4787,28,293
192,4306,89,705
193,2602,92,714
194,3101,55,994
195,2076,82,128
196,4783,21,639
197,7563,03,447
198,6842,88,948
199,9867,22,685
200,2870,64,172
201,0377,74,603
202,5224,14,334
203,8096,25,134
204,2751,60,442
205,9434,53,625
206,5305,21,542
207,2647,18,225
208,3431,31,505
209,9930,34,121
210,3658,30,634
211,6962,26,240
212,4216,19,357
213,0740,20,666
214,9027,94,495
215,5862,68,168
216,6621,30,112
217,5416,49,424
218,4215,13,570
219,5085,60,516
220,6943,90,438
221,0141,48,352
222,5717,57,424
223,0411,06,102
224,9175,64,926
225,7159,70,070
226,9463,99,864
227,8111,33,095
228,5174,57,586
229,7990,63,824
230,9498,52,925
231,8278,91,156
232,2526,74,617
233,4059,73,460
234,0949,67,631
235,1344,14,850
236,1799,20,454
237,4840,84,585
238,1976,80,436
239,8623,47,865
240,3297,45,821
241,0639,39,952
242,7960,44,022
243,3138,56,909
244,1445,63,425
245,7934,14,232
246,8427,03,450
247,8058,39,291
248,1519,49,464
249,1879,65,619
250,5990,00,148
251,8260,19,860
252,2318,85,488
253,1803,48,267
254,8727,25,201
255,0721,34,370
256,4807,86,359
257,4624,59,499
258,4415,17,607
259,9600,15,951
260,4403,80,412
261,2444,44,218
262,7389,64,166
263,3835,63,693
264,4945,97,498
265,2856,84,537
266,4280,23,239
267,1657,71,643
268,0564,42,006
269,6440,23,139
270,5155,12,753
271,3152,30,188
272,3352,59,967
273,8632,04,443
274,9871,76,805
275,8278,06,580
276,7280,57,182
277,2526,06,722
278,6796,75,562
279,4354,53,923
280,1175,84,628
281,2941,90,046
282,7047,94,237
283,4821,61,319
284,1498,09,727
285,9054,55,665
286,9464,22,205
287,7185,06,906
288,4020,44,048
289,8372,90,209
290,2246,30,420
291,4881,67,925
292,4429,53,215
293,6746,98,929
294,7043,44,669
295,6425,35,406
296,1284,64,160
297,6797,75,324
298,0227,98,626
299,9824,49,093
300,0110,82,599
301,6411,86,961
302,3681,90,588
303,7726,09,088
304,1017,75,906
305,7462,90,588
306,5004,95,727
307,3286,59,962
308,5658,54,659
309,0690,98,155
310,4551,12,614
311,9969,59,537
312,4422,75,662
313,1380,85,435
314,5805,94,931
315,6718,18,974
316,9699,02,182
317,4988,56,154
318,2303,64,675
319,3587,06,227
320,1168,98,726
321,7329,01,193
322,8518,28,431
323,9896,14,332
324,4224,85,625
325,3046,56,607
326,0097,77,362
327,5489,04,244
328,5531,52,547
329,7507,87,685
330,8238,44,226
331,8205,19,061
332,6186,51,943
333,0698,06,488
334,5621,29,013
335,6796,62,281
336,9714,06,072
337,0497,62,943
338,1770,94,704
339,6316,36,160
340,3033,38,848
341,3647,99,114
342,0125,77,768
343,8573,61,101
344,0723,14,992
345,9728,54,233
346,1216,16,162
347,5726,59,357
348,8909,94,754
349,2478,19,340
350,1566,43,322
351,5538,46,972
352,2446,58,856
353,0939,50,927
354,0999,36,569
355,9894,46,924
356,0092,41,834
357,1057,67,460
358,8951,37,136
359,3405,10,372
360,9057,50,955
361,9578,18,403
362,0795,95,025
363,9185,23,586
364,6839,82,615
365,3576,41,598
366,5259,16,222
367,0948,14,885
368,3933,27,944
369,5833,32,202
370,0554,47,468
371,4370,07,716
372,6412,47,729
373,0231,57,462
374,9868,17,183
375,9252,66,884
376,3518,38,636
377,9380,31,098
378,4013,24,903
379,0572,34,787
380,5610,90,303
381,9098,46,097
382,7756,56,012
383,6330,09,596
384,4428,25,666
385,3752,47,722
386,8477,84,460
387,4130,26,593
388,4785,09,900
389,2635,96,725
390,1690,39,366
391,3404,90,821
392,3272,55,239
393,0802,02,460
394,1467,11,854
395,5576,22,341
396,4524,26,041
397,6074,75,629
398,8127,47,595
399,2749,26,150
400,9891,29,694
401,6571,11,828
402,6582,61,477
403,9796,50,281
404,4783,58,178
405,7416,83,104
406,3314,56,548
407,0217,52,561
408,9772,56,272
409,5727,74,512
410,7916,16,385
411,9227,17,490
412,0930,91,310
413,4060,33,112
414,3511,19,458
415,0149,50,812
416,8246,87,785
417,2913,85,790
418,5882,61,975
419,8640,81,945
420,9336,51,545
421,1125,96,333
422,8373,64,957
423,9615,34,327
424,8651,33,660
425,3314,51,948
426,6487,51,621
427,0652,98,885
428,1302,70,681
429,3556,14,644
430,8577,39,003
431,8232,49,732
432,7155,19,781
433,1897,47,999
434,5357,42,917
435,6279,62,831
436,2532,09,227
437,6336,25,253
438,9460,41,801
439,4048,93,338
440,4449,60,315
441,7980,53,336
442,8135,31,084
443,4883,99,114
444,5189,76,156
445,7951,95,557
446,4240,43,910
447,4322,40,922
448,2716,45,670
449,3963,03,059
450,7237,68,197
451,2208,75,112
452,5898,59,357
453,7316,78,179
454,4317,53,077
455,1496,79,335
456,0205,55,062
457,7273,07,373
458,7953,42,341
459,9672,00,699
460,3590,02,632
461,1084,69,296
462,5645,82,315
463,1657,87,620
464,6506,14,231
465,3870,55,777
466,4287,02,515
467,0986,52,358
468,5567,97,374
469,1736,79,079
470,3225,01,884
471,3573,11,228
472,2364,28,075
473,6057,44,445
474,8618,99,589
475,0562,37,638
476,4133,32,566
477,2125,52,021
478,1568,25,268
479,7685,27,730
480,8012,12,298
481,8130,17,463
482,0835,32,356
483,8013,44,468
484,3103,83,660
485,2948,24,523
486,5109,92,011
487,0826,89,424
488,8823,55,229
489,8253,23,994
490,9843,65,881
491,6960,19,119
492,5820,31,214
493,5184,04,688
494,3834,19,410
495,1021,35,057
496,0120,95,253
497,9691,42,880
498,7389,69,472
499,0398,21,638
500,2003,40,334
501,0684,69,027
502,3927,68,385
503,4876,85,497
504,6753,38,321
505,6772,07,476
506,1497,64,474
507,0228,65,878
508,2773,14,835
509,1698,50,615
510,2187,16,501
511,5245,70,352
512,4025,17,644
513,1016,27,419
514,2884,10,156
515,8227,48,928
516,9513,54,999
517,8325,70,748
518,2762,85,322
519,5556,11,327
520,9987,82,985
521,9727,17,439
522,7540,55,429
523,8632,97,049
524,8663,18,483
525,2748,20,368
526,2779,24,381
527,5994,53,693
528,9017,53,256
529,7619,53,454
530,2645,17,249
531,7845,62,998
532,3107,57,764
533,9115,31,433
534,6208,92,266
535,1104,69,816
536,2630,71,261
537,7185,66,350
538,3139,64,691
539,4906,36,078
540,6091,13,078
541,5238,52,899
542,7013,65,037
543,4088,91,882
544,5054,84,859
545,0436,75,221
546,8402,16,648
547,2495,86,253
548,0575,46,993
549,7893,40,298
550,0100,48,884
551,5229,27,106
552,7279,37,487
553,1891,98,590
554,3342,21,117
555,2427,51,233
556,7875,16,708
557,6270,83,710
558,9102,72,161
559,5297,28,242
560,4669,38,656
561,4147,93,763
562,2035,56,353
563,6718,20,013
564,1369,56,278
565,1740,97,395
566,8530,84,643
567,1294,07,923
568,4029,37,936
569,9142,66,514
570,2618,17,256
571,8296,24,282
572,4151,31,580
573,2299,29,951
574,1848,85,272
575,4975,62,570
576,4796,97,834
577,6832,06,345
578,0862,24,377
579,0355,59,286
580,1207,76,540
581,7124,00,101
582,9771,07,485
583,9296,10,507
584,4401,97,258
585,5078,58,742
586,8204,07,725
587,1202,27,924
588,8701,08,035
589,9417,19,878
590,0633,22,265
591,4298,18,994
592,7024,24,096
593,1758,08,979
594,9439,96,956
595,5098,56,264
596,9547,12,334
597,5867,20,757
598,8800,18,293
599,4431,31,115
600,6402,11,666
601,4529,62,553
602,4836,32,746
603,8259,49,806
604,8670,52,735
605,0298,40,720
606,1650,38,496
607,4945,84,590
608,2580,15,099
609,3921,62,025
610,4014,43,489
611,2037,62,062
612,5890,91,349
613,5624,39,337
614,8153,01,904
615,4658,56,994
616,9504,05,996
617,1419,12,553
618,9611,32,534
619,8121,73,598
620,8402,72,778
621,9258,26,891
622,6708,16,322
623,4001,30,476
624,3243,33,340
625,3582,72,636
626,5170,24,937
627,2997,41,260
628,9936,34,695
629,4397,30,225
630,2847,95,432
631,4464,03,158
632,0896,74,461
633,7096,74,917
634,1061,66,647
635,1963,54,239
