1,3636,71,256
2,9158,15,150
3,9963,92,615
4,6425,44,021
5,8565,80,934
6,8840,82,864
7,3045,17,570
8,3709,96,940
9,8651,52,165
10,5537,98,557
11,2052,52,392
12,4805,95,308
13,7892,07,792
14,6218,22,214
15,3915,70,789
16,3341,37,938
17,5087,61,624
18,6074,66,360
19,7132,92,112
20,3158,00,352
21,7327,36,138
22,8583,37,758
23,1401,99,749
24,5110,60,754
25,0407,08,319
26,1887,84,268
27,9768,18,621
28,6417,42,269
29,8725,55,316
30,0852,17,137
31,0446,11,053
32,3650,05,242
33,5829,22,147
34,6301,40,782
35,1986,59,725
36,2059,58,459
37,5182,45,085
38,3971,65,102
39,7062,39,508
40,2007,40,701
41,3780,97,788
42,6283,07,458
43,7366,95,471
44,4573,47,730
45,2591,08,081
46,4583,59,858
47,5521,26,098
48,4717,71,130
49,5832,95,444
50,2429,52,265
51,2939,23,602
52,0903,94,186
53,4856,83,349
54,7794,71,414
55,1387,71,422
56,7430,16,106
57,8497,62,371
58,3845,32,047
59,0685,30,102
60,3955,80,162
61,4422,82,231
62,6442,58,494
63,6309,40,373
64,3421,48,364
65,7173,62,196
66,5454,09,524
67,5800,18,500
68,7622,84,222
69,4048,85,349
70,4434,84,277
71,8270,15,793
72,3078,54,416
73,6447,07,229
74,9273,04,764
75,4801,31,580
76,2779,04,328
77,6584,23,736
78,1329,73,570
79,0626,61,307
80,8769,55,457
81,8869,14,585
82,6091,26,116
83,8820,32,297
84,8889,37,030
85,8251,42,410
86,0747,45,633
87,9106,38,781
88,6017,38,948
89,2165,37,321
90,2767,91,574
91,0047,25,643
92,3774,20,931
93,9948,02,772
94,5686,99,509
95,3199,82,683
96,4935,04,006
97,3471,94,003
98,7469,05,222
99,1770,52,074
100,7178,64,326
101,2829,75,940
102,5600,38,953
103,9411,72,231
104,5844,10,653
105,0409,20,317
106,5908,23,867
107,6425,17,684
108,8299,04,639
109,1923,91,279
110,5301,62,079
111,1805,36,590
112,1399,38,840
113,2934,54,007
114,7839,19,999
115,1905,10,025
116,0710,93,765
117,8617,45,303
118,0318,40,572
119,8324,15,965
120,3338,74,804
121,5860,84,546
122,1944,31,602
123,8272,85,608
124,4687,15,569
125,9834,50,023
126,4173,02,388
127,3173,05,515
128,8509,61,056
129,7427,44,905
130,6334,68,942
131,4917,36,011
132,2453,31,144
133,5391,30,871
134,9196,11,001
135,1762,62,097
136,6453,59,845
137,9946,97,795
138,8347,00,533
139,3315,09,382
140,3977,41,127
141,5501,76,646
142,1165,45,876
143,7052,11,896
144,0481,83,727
145,7311,41,069
146,0407,46,223
147,9447,70,532
148,9790,65,882
149,7282,95,221
150,1652,17,569
151,7126,40,962
152,1651,31,300
153,1087,88,363
154,9450,12,068
155,0008,15,936
156,1581,63,702
157,3302,86,183
158,9963,55,855
159,4162,45,168
160,8443,32,390
161,8401,47,249
162,8405,06,695
163,3650,62,508
164,8508,98,859
165,5551,58,625
166,9139,80,085
167,9595,57,858
168,5474,45,883
169,3916,94,227
170,0151,69,066
171,1515,58,974
172,7601,11,501
173,2940,23,873
174,3409,55,061
175,5791,79,367
176,3532,64,524
177,0056,50,680
178,1632,11,466
179,0018,25,110
180,8152,77,475
181,5844,52,074
182,7160,97,947
183,2816,65,191
184,2568,06,661
185,2185,62,771
186,0295,92,930
187,0983,07,094
188,6178,18,558
189,5011,03,267
190,1890,62,900
191,0275,35,976
192,2965,29,923
193,2164,57,086
194,5914,76,917
195,4812,61,968
196,7860,19,693
197,6184,67,360
198,4691,83,306
199,6771,80,839
200,7994,43,390
201,8722,18,206
202,2369,46,936
203,8954,43,261
204,9879,48,245
205,7658,85,404
206,9943,98,321
207,7826,56,464
208,2358,63,868
209,2108,20,255
210,2137,75,247
211,6874,25,488
212,8950,57,411
213,4430,59,272
214,8575,39,482
215,8539,58,324
216,2911,20,692
217,3388,09,389
218,4378,17,561
219,7491,87,891
220,3324,89,870
221,4199,12,540
222,2924,39,450
223,4429,32,131
224,7038,97,161
225,0867,74,747
226,5942,04,000
227,9606,61,052
