1,2638,17,768
2,9130,37,652
3,9711,67,507
4,8428,63,360
5,2807,72,697
6,9116,06,295
7,3706,26,589
8,6334,27,907
9,6282,84,120
10,2831,59,876
11,1603,05,651
12,3578,00,264
13,9418,44,353
14,4874,51,968
15,9419,00,469
16,6805,32,052
17,4436,53,724
18,2285,56,223
19,7027,70,246
20,4856,76,316
21,3859,18,210
22,0879,98,682
23,7575,33,000
24,8137,90,748
25,5496,48,886
26,9744,03,704
27,5256,46,597
28,5133,81,566
29,2364,86,372
30,0447,38,078
31,4267,26,933
32,7660,96,522
33,4192,29,217
34,6109,84,345
35,0942,67,837
36,4431,33,475
37,4238,75,004
38,5085,27,472
39,3012,19,874
40,2403,29,794
41,9651,22,967
42,7186,69,420
43,8549,10,299
44,7120,93,188
45,6676,80,847
46,1828,42,470
47,0605,07,689
48,0672,29,867
49,8138,79,305
50,5726,96,861
51,0230,64,154
52,7760,95,482
53,3473,36,650
54,1819,76,823
55,6320,16,690
56,7317,96,315
57,7853,25,361
58,1751,81,760
59,2828,72,984
60,6866,43,987
61,2557,56,367
62,0205,87,432
63,9479,96,831
64,4278,48,345
65,3665,02,874
66,9661,44,610
67,9250,49,586
68,6080,77,734
69,2200,14,872
70,7462,65,257
71,7439,71,538
72,9253,02,851
73,9088,17,466
74,9327,51,780
75,1823,47,266
76,3580,18,241
77,6213,37,478
78,9515,80,999
79,0034,82,598
80,5976,86,165
81,9315,81,290
82,2056,34,873
83,9518,08,166
84,7598,22,513
85,5463,74,342
86,2887,74,770
87,7266,97,120
88,1960,20,005
89,8699,11,698
90,8260,39,663
91,5615,16,044
92,1955,35,616
93,4311,13,155
94,9888,37,053
95,0902,47,910
96,6124,81,239
97,8474,57,250
98,7660,66,774
99,5971,07,357
100,3079,37,623
101,0090,80,386
102,2234,35,657
103,0763,16,297
104,8551,07,547
105,4156,48,462
106,3326,29,945
107,2332,05,555
108,2531,12,360
109,9058,99,026
110,0550,44,374
111,0295,19,012
112,7344,47,450
113,4884,27,858
114,1048,05,506
115,3155,80,641
116,0717,47,335
117,3498,62,818
118,6690,34,824
119,8648,53,701
120,0015,56,990
121,7169,08,792
122,4428,75,629
123,8575,14,674
124,4766,96,305
125,4025,02,688
126,1447,29,147
127,2094,54,404
128,2634,74,964
129,8817,53,885
130,8163,01,311
131,5383,61,490
132,1590,61,029
133,1059,06,486
134,4767,36,680
135,6415,90,830
136,3753,81,961
137,5080,15,405
138,7476,02,937
139,2312,00,449
140,1137,76,722
141,2668,89,418
142,8103,12,648
143,8667,40,135
144,6310,78,892
145,5954,26,126
146,4554,43,437
147,2016,34,985
148,4392,22,997
149,9105,64,454
150,9885,55,797
151,7260,15,936
152,6216,13,552
153,9701,19,727
154,7632,81,851
155,2960,44,528
156,0085,03,121
157,4328,22,291
158,4095,71,252
159,9691,36,160
160,5351,54,084
161,4199,69,459
162,2982,87,154
163,4076,41,576
164,0017,33,533
165,3190,05,031
166,8460,06,060
167,5204,32,807
168,2604,56,391
169,3429,76,096
170,2171,16,841
171,3311,47,402
172,7042,95,514
173,9090,22,401
174,1048,83,260
175,7704,75,041
176,5785,51,368
177,0718,15,554
178,0297,24,156
179,9686,66,748
180,6513,58,649
181,5507,34,563
182,5876,28,714
183,6275,73,644
184,5569,96,332
185,9935,48,788
186,6524,33,556
187,8488,28,291
188,9262,00,486
189,6507,60,005
190,6366,30,158
191,3149,00,419
192,0940,16,115
193,4223,89,233
194,6364,16,460
195,8556,44,246
196,7654,97,920
197,9467,56,877
198,9353,17,840
199,1651,58,746
200,3361,34,409
201,8668,52,089
202,3592,68,715
203,1732,13,590
204,2862,85,176
205,2993,98,697
206,5608,62,836
207,3107,62,181
208,3646,27,883
209,3012,26,337
210,4127,15,186
211,9535,79,466
212,0532,65,047
213,7024,72,208
214,3320,77,317
215,4445,58,997
216,7986,61,998
217,9860,22,492
218,6450,72,034
219,8249,47,864
220,9297,34,999
221,2052,62,076
222,9853,20,574
223,0960,45,212
224,1353,12,330
225,0051,03,418
226,1744,98,173
227,6193,54,618
228,4433,05,576
229,5445,39,150
230,7339,80,938
231,3723,78,003
232,5814,97,466
