1,5373,16,438
2,0547,60,551
3,7835,24,219
4,3771,05,926
5,5325,38,758
6,4484,94,637
7,4851,66,176
8,5828,14,684
9,2195,78,575
10,8487,56,582
11,8348,31,327
12,6216,99,833
13,0487,77,985
14,2260,42,991
15,7082,15,867
16,6876,52,441
17,1453,72,206
18,6113,65,234
19,0932,85,430
20,4330,74,717
21,3574,82,225
22,7507,93,375
23,0971,11,697
24,5408,62,629
25,2791,57,262
26,3400,09,153
27,7576,87,654
28,6794,69,375
29,3507,60,973
30,0493,46,665
31,2954,02,121
32,2322,73,091
33,2577,19,150
34,6250,42,843
35,4756,03,420
36,6766,73,418
37,6126,24,634
38,9271,51,883
39,2477,88,790
40,9455,66,756
41,1395,06,891
42,9923,00,073
43,1820,26,133
44,3836,97,390
45,0810,07,106
46,2506,83,511
47,6367,39,909
48,7320,58,352
49,7349,53,773
50,6814,57,582
51,5255,48,114
52,9181,93,488
53,6602,00,784
54,9531,52,406
55,4763,53,334
56,0139,29,790
57,4586,44,800
58,8042,57,004
59,0525,08,470
60,0730,12,850
61,3525,10,551
62,7957,39,539
63,8460,41,399
64,1643,87,461
65,9145,19,221
66,9783,51,841
67,2447,83,883
68,9492,81,195
69,1808,04,352
70,9277,41,756
71,6688,48,859
72,3361,47,964
73,6291,58,111
74,6971,83,759
75,2324,44,378
76,3530,84,070
77,2343,24,525
78,7753,65,844
79,0037,61,434
80,2992,13,489
81,3260,87,953
82,0035,07,129
83,7977,19,403
84,0976,31,043
85,5216,95,954
86,6169,17,156
87,1174,26,618
88,8902,37,171
89,5722,84,778
90,8298,93,148
91,1489,25,573
92,6325,20,288
93,0781,40,695
94,6182,86,144
95,2514,46,688
96,4229,75,505
97,0540,24,647
98,0699,58,114
99,6308,96,941
100,9941,29,352
